# Saved Pattern
4,1
5,1
6,1
2,3
8,3
2,4
8,4
19,4
2,5
8,5
19,5
19,6
24,6
25,6
4,7
5,7
6,7
23,7
26,7
23,8
26,8
24,9
25,9
51,9
32,10
50,10
52,10
12,11
13,11
31,11
33,11
50,11
52,11
12,12
13,12
31,12
33,12
51,12
32,13
27,15
28,15
36,15
37,15
26,16
29,16
35,16
38,16
55,16
27,17
28,17
36,17
37,17
55,17
55,18
32,19
31,20
33,20
51,20
52,20
53,20
57,20
58,20
59,20
0,21
1,21
31,21
33,21
0,22
1,22
32,22
55,22
55,23
55,24
6,25
41,25
42,25
5,26
7,26
41,26
42,26
5,27
7,27
6,28
